"ID";"CIDADE TITULO";"Tipo";"Data";"UF";"Cidade/Região";"Quantidade de municípios";"Realizada";"Relatório";"Participantes Soc. Civil";"Participantes Poder Público";"Participantes Conselhos";"Participantes convidados";"Participantes Observadores";"Total Participantes";"Proposta Eixo 1";"Propostas Eixo 2";"Propostas Eixo 3";"Propostas Eixo 4";"Total de propostas";"Delegados Sociedade Civil";"Delegados Poder Público";"Delegados Conselhos";"Total de delegados"
773;"Rondonópolis";"Municipal";31/01/12;"MT";"Rondonópolis";1;"SIM";"FINALIZADO";47;53;23;13;5;141;2;2;2;2;8;15;9;4;28
774;"Santa Maria Madalena ";"Municipal";31/01/12;"RJ";"Santa Maria Madalena ";1;"SIM";"FINALIZADO";14;24;13;14;9;74;4;4;4;4;16;1;1;1;3
775;"Águas da Prata";"Regional";01/02/12;"SP";"Águas da Prata, São João da Boa Vista ";2;"SIM";"FINALIZADO";35;26;5;17;7;90;5;5;5;5;20;6;2;2;10
776;"Ananindeua";"Municipal";01/02/12;"PA";"Ananindeua";1;"SIM";"FINALIZADO";129;88;32;12;4;265;3;6;8;3;20;36;19;6;61
777;"Baixo Guandu";"Municipal";01/02/12;"ES";"Baixo Guandu";1;"SIM";"FINALIZADO";30;17;9;5;3;64;5;5;7;3;20;2;2;2;6
778;"Belo Monte ";"Municipal";01/02/12;"AL";"Belo Monte ";1;"SIM";"FINALIZADO";66;45;20;13;0;144;4;6;7;3;20;5;3;1;9
779;"Cardoso Moreira";"Municipal";01/02/12;"RJ";"Cardoso Moreira";1;"SIM";"FINALIZADO";21;17;25;13;15;91;2;2;4;3;11;1;8;1;10
780;"Divinópolis";"Municipal";01/02/12;"MG";"Divinópolis";1;"SIM";"FINALIZADO";53;38;14;5;7;117;5;5;5;5;20;5;3;1;9
781;"Jacobina ";"Municipal";01/02/12;"BA";"Jacobina ";1;"SIM";"FINALIZADO";28;55;8;4;6;101;5;5;5;5;20;3;3;3;9
782;"Lajedinho";"Municipal";01/02/12;"BA";"Lajedinho";1;"SIM";"FINALIZADO";27;23;7;43;1;101;4;3;3;2;12;1;1;1;3
783;"Manoel Viana ";"Municipal";01/02/12;"RS";"Manoel Viana ";1;"SIM";"FINALIZADO";11;20;5;5;10;51;2;4;2;4;12;1;1;1;3
784;"Orindiúva ";"Municipal";01/02/12;"SP";"Orindiúva ";1;"SIM";"FINALIZADO";27;11;0;0;0;38;5;4;4;4;17;2;1;0;3
785;"Monteirópolis";"Municipal";02/02/12;"AL";"Monteirópolis";1;"SIM";"FINALIZADO";60;30;6;67;11;174;5;5;5;5;20;0;0;1;1
786;"Augusto Corrêa ";"Municipal";02/02/12;"PA";"Augusto Corrêa ";1;"SIM";"FINALIZADO";72;28;12;13;2;127;5;5;5;5;20;3;1;1;5
787;"Bagre";"Municipal";02/02/12;"PA";"Bagre";1;"SIM";"FINALIZADO";60;30;10;1;20;121;5;5;5;5;20;1;1;1;3
788;"Cabo Verde";"Municipal";02/02/12;"MG";"Cabo Verde";1;"SIM";"FINALIZADO";5;16;8;11;6;46;1;1;1;1;4;1;0;2;3
789;"Descalvado ";"Municipal";02/02/12;"SP";"Descalvado ";1;"SIM";"FINALIZADO";15;30;19;27;2;93;3;6;4;7;20;5;3;2;10
790;"Igarapé-Açu ";"Municipal";02/02/12;"PA";"Igarapé-Açu ";1;"SIM";"FINALIZADO";11;35;7;0;5;58;4;3;2;4;13;3;1;1;5
791;"Porto Velho";"Municipal";02/02/12;"RO";"Porto Velho";1;"SIM";"FINALIZADO";108;50;20;21;10;209;6;7;3;4;20;16;5;4;25
792;"Rosário do Catete";"Municipal";02/02/12;"SE";"Rosário do Catete";1;"SIM";"FINALIZADO";60;30;20;10;16;136;6;4;5;5;20;7;2;2;11
793;"Tarauacá";"Municipal";02/02/12;"AC";"Tarauacá";1;"SIM";"FINALIZADO";97;32;12;5;3;149;5;5;5;5;20;2;11;1;14
794;"Ubatuba";"Municipal";02/02/12;"SP";"Ubatuba";1;"SIM";"FINALIZADO";30;15;5;170;1;221;5;7;4;4;20;3;2;1;6
795;"Wagner";"Municipal";03/02/12;"BA";"Wagner";1;"SIM";"NÃO RELATADA";;;;;;0;;;;;0;;;;0
796;"Altamira";"Regional";03/02/12;"PA";"Altamira, Anapú, Porto de Moz, Senador José Porfírio";4;"SIM";"FINALIZADO";54;28;15;11;124;232;4;5;2;4;15;13;7;2;22
797;"Caraá";"Municipal";03/02/12;"RS";"Caraá";1;"SIM";"FINALIZADO";3;3;1;1;0;8;2;5;4;4;15;1;1;1;3
798;"Curralinho ";"Municipal";03/02/12;"PA";"Curralinho ";1;"SIM";"FINALIZADO";16;1;12;9;0;38;5;5;5;5;20;1;1;3;5
799;"Floriano";"Regional";03/02/12;"PI";"Floriano, Marcos Parente, Tanque, Pajeú, Nazaré do Piauí, Guadalupe";6;"SIM";"FINALIZADO";95;129;55;6;4;289;5;7;4;4;20;15;12;4;31
800;"Guaporé";"Municipal";03/02/12;"RS";"Guaporé";1;"SIM";"FINALIZADO";5;5;3;10;3;26;1;4;2;3;10;3;3;2;8
801;"Itapipoca";"Municipal";03/02/12;"CE";"Itapipoca";1;"SIM";"FINALIZADO";17;38;5;4;12;76;5;4;4;4;17;11;5;1;17
802;"Jacareacanga";"Municipal";03/02/12;"PA";"Jacareacanga";1;"SIM";"FINALIZADO";8;43;2;0;3;56;5;5;4;4;18;1;0;1;2
803;"Nova Ipixuna";"Municipal";03/02/12;"PA";"Nova Ipixuna";1;"SIM";"FINALIZADO";32;49;18;15;15;129;5;4;4;3;16;2;2;2;6
804;"Novo Repartimento";"Municipal";03/02/12;"PA";"Novo Repartimento";1;"SIM";"FINALIZADO";96;56;6;10;20;188;5;5;5;5;20;5;2;1;8
805;"Piçarra";"Municipal";03/02/12;"PA";"Piçarra";1;"SIM";"FINALIZADO";28;65;9;5;4;111;4;4;4;4;16;1;1;0;2
806;"Santa Bárbara do Pará ";"Municipal";03/02/12;"PA";"Santa Bárbara do Pará ";1;"SIM";"FINALIZADO";35;30;6;2;1;74;5;2;3;2;12;1;1;1;3
807;"São Brás ";"Municipal";03/02/12;"AL";"São Brás ";1;"SIM";"FINALIZADO";53;41;8;0;1;103;6;6;5;3;20;4;3;1;8
808;"Águas Claras";"Regional";04/02/12;"DF";"Águas Claras, Candangolândia, Guará, SIA, Núcleo Bandeirante, Park Way";5;"SIM";"FINALIZADO";133;25;45;0;5;208;4;9;3;4;20;39;0;7;46
809;"Conceição das Pedras";"Regional";04/02/12;"MG";"Conceição das Pedras, Itajubá, Pedralva, Piranguçu, São José do Alegre, Wenceslau Braz ";6;"SIM";"FINALIZADO";16;29;11;1;0;57;5;5;5;5;20;2;2;2;6
810;"Gama";"Regional";04/02/12;"DF";"Gama, Santa Maria";2;"SIM";"FINALIZADO";117;33;35;0;0;185;3;8;5;4;20;36;0;6;42
811;"Hortolândia";"Municipal";04/02/12;"SP";"Hortolândia";1;"SIM";"FINALIZADO";27;36;10;2;2;77;4;6;4;4;18;3;1;1;5
812;"Planaltina";"Municipal";04/02/12;"DF";"Planaltina";1;"SIM";"FINALIZADO";187;37;19;0;0;243;1;2;3;4;10;24;0;4;28
813;"Samambaia";"Municipal";04/02/12;"DF";"Samambaia";1;"SIM";"FINALIZADO";57;10;13;0;0;80;5;5;4;6;20;21;0;4;25
814;"Souto Soares";"Municipal";04/02/12;"BA";"Souto Soares";1;"SIM";"FINALIZADO";70;45;7;1;0;123;5;5;5;5;20;6;3;1;10
815;"Taguatinga";"Regional";04/02/12;"DF";"Taguatinga, Vicente Pires";2;"SIM";"FINALIZADO";183;21;11;0;0;215;6;5;3;6;20;38;0;7;45
816;"Tailândia ";"Municipal";04/02/12;"PA";"Tailândia ";1;"SIM";"FINALIZADO";26;82;10;8;6;132;5;5;5;5;20;6;3;1;10
817;"Pocinhos";"Livre";05/02/12;"PB";"Pocinhos";0;"SIM";"FINALIZADO";30;2;4;0;0;36;1;1;3;5;10;0;0;0;0
818;"Belém";"Municipal";06/02/12;"PA";"Belém";1;"SIM";"FINALIZADO";207;102;34;20;0;363;10;3;4;3;20;101;10;7;118
819;"Caraúbas";"Municipal";06/02/12;"PB";"Caraúbas";1;"SIM";"FINALIZADO";88;26;21;15;10;160;6;5;5;4;20;1;0;0;1
820;"Ibirité";"Municipal";06/02/12;"MG";"Ibirité";1;"SIM";"FINALIZADO";6;18;4;8;1;37;5;5;5;5;20;6;3;1;10
821;"Marechal Deodoro ";"Municipal";06/02/12;"AL";"Marechal Deodoro ";1;"SIM";"FINALIZADO";55;24;2;28;1;110;8;3;4;5;20;10;2;2;14
822;"Brasília de Minas";"Municipal";07/02/12;"MG";"Brasília de Minas";1;"SIM";"NÃO RELATADA";;;;;;0;;;;;0;;;;0
823;"Acará";"Municipal";07/02/12;"PA";"Acará";1;"SIM";"FINALIZADO";21;36;16;3;0;76;2;3;7;8;20;4;2;1;7
824;"Acari";"Regional";07/02/12;"RN";"Acari, Caicó, Cerro Corá, Currais Novos, Jucurutu, Lagoa Nova, Ouro Branco, Serra Negra do Norte";8;"SIM";"FINALIZADO";30;41;9;5;0;85;4;5;5;6;20;7;11;3;21
825;"Afuá ";"Municipal";07/02/12;"PA";"Afuá ";1;"SIM";"FINALIZADO";45;36;7;5;20;113;5;5;4;6;20;4;0;0;4
826;"Anaurilândia";"Regional";07/02/12;"MS";"Anaurilândia, Angélica, Bataguassu, Bataiporã, Ivinhema, Nova Andradina, Novo Horizonte do Sul, Taquarussu ";8;"SIM";"FINALIZADO";67;63;11;2;0;143;5;4;5;6;20;19;10;3;32
827;"Atalaia";"Regional";07/02/12;"AL";"Atalaia, Cajueiro, Capela, Mar Vermelho, Paulo Jacinto, Pilar ";6;"SIM";"FINALIZADO";119;75;25;24;3;246;6;4;6;4;20;13;6;3;22
828;"Barreiras ";"Municipal";07/02/12;"BA";"Barreiras ";1;"SIM";"FINALIZADO";124;75;4;1;8;212;5;5;5;5;20;3;2;1;6
829;"Bom Jardim ";"Municipal";07/02/12;"RJ";"Bom Jardim ";1;"SIM";"FINALIZADO";47;30;8;5;0;90;7;5;4;4;20;2;1;1;4
830;"Caeté ";"Municipal";07/02/12;"MG";"Caeté ";1;"SIM";"FINALIZADO";25;37;3;6;0;71;5;3;4;5;17;1;1;1;3
831;"Casimiro de Abreu ";"Municipal";07/02/12;"RJ";"Casimiro de Abreu ";1;"SIM";"FINALIZADO";36;27;7;3;2;75;3;3;4;7;17;3;1;1;5
832;"Dourados";"Regional";07/02/12;"MS";"Dourados, Caarapó, Deodápolis, Douradina, Fátima do Sul, Glória de Dourados, Itaporã, Jateí, Maracaju, Vicentina";10;"SIM";"FINALIZADO";52;25;11;0;0;88;6;4;2;8;20;26;8;5;39
833;"Itaporanga d'Ajuda";"Municipal";07/02/12;"SE";"Itaporanga d'Ajuda";1;"SIM";"FINALIZADO";49;29;3;11;7;99;7;5;3;5;20;7;1;1;9
834;"Itaúna";"Municipal";07/02/12;"MG";"Itaúna";1;"SIM";"FINALIZADO";26;21;3;4;0;54;4;8;4;4;20;3;2;1;6
835;"Monteiro ";"Municipal";07/02/12;"PB";"Monteiro ";1;"SIM";"FINALIZADO";27;13;4;2;5;51;6;5;4;5;20;1;1;1;3
836;"Passo Fundo";"Municipal";07/02/12;"RS";"Passo Fundo";1;"SIM";"FINALIZADO";70;53;7;10;9;149;5;4;4;5;18;12;8;3;23
837;"Salvador";"Municipal";07/02/12;"BA";"Salvador";1;"SIM";"FINALIZADO";75;25;18;12;9;139;5;5;5;5;20;31;15;5;51
838;"Santana de Parnaíba";"Municipal";07/02/12;"SP";"Santana de Parnaíba";1;"SIM";"FINALIZADO";6;3;1;250;15;275;2;2;2;2;8;2;2;0;4
839;"Serra da Raiz";"Municipal";07/02/12;"PB";"Serra da Raiz";1;"SIM";"FINALIZADO";24;20;6;3;0;53;4;9;1;6;20;1;0;0;1
840;"Água Boa";"Regional";08/02/12;"MG";"Água Boa, Cantagalo, Coroaci, Dores de Guanhães, Guanhães, José Raydan, Materlândia, Peçanha, Santa Maria do Suaçuí, São João Evangelista, São José do Jacuri, São Pedro do Suaçuí, São Sebastião do Maranhão, Senhora do Porto, Virginópolis";15;"SIM";"FINALIZADO";11;5;7;1;0;24;5;5;5;5;20;3;2;1;6
841;"Betim ";"Municipal";08/02/12;"MG";"Betim ";1;"SIM";"FINALIZADO";53;142;33;2;4;234;5;5;5;5;20;8;2;1;11
842;"Boqueirão do Leão";"Regional";08/02/12;"RS";"Boqueirão do Leão, Canudos do Vale, Cruzeiro do Sul, Forquetinha, Marques de Souza, Progresso, Santa Clara do Sul, Sério";8;"SIM";"FINALIZADO";13;17;1;4;0;35;7;3;4;6;20;2;5;1;8
843;"Cachoeirinha ";"Municipal";08/02/12;"RS";"Cachoeirinha ";1;"SIM";"FINALIZADO";22;46;14;7;5;94;5;5;5;5;20;14;7;3;24
844;"Campo Belo ";"Municipal";08/02/12;"MG";"Campo Belo ";1;"SIM";"FINALIZADO";22;64;14;4;1;105;5;4;6;5;20;3;2;1;6
845;"Durandé ";"Municipal";08/02/12;"MG";"Durandé ";1;"SIM";"FINALIZADO";20;8;10;1;2;41;1;1;1;1;4;2;1;1;4
846;"Fortuna de Minas";"Municipal";08/02/12;"MG";"Fortuna de Minas";1;"SIM";"FINALIZADO";30;18;15;0;0;63;3;4;3;1;11;1;1;1;3
847;"Goianá";"Municipal";08/02/12;"MG";"Goianá";1;"SIM";"FINALIZADO";8;3;3;3;1;18;1;1;1;1;4;0;1;1;2
848;"Guarabira ";"Municipal";08/02/12;"PB";"Guarabira ";1;"SIM";"FINALIZADO";20;20;10;0;0;50;7;5;6;1;19;2;1;2;5
849;"Gurinhém";"Municipal";08/02/12;"PB";"Gurinhém";1;"SIM";"FINALIZADO";51;28;13;0;0;92;4;6;5;5;20;1;1;0;2
850;"Ilhéus ";"Municipal";08/02/12;"BA";"Ilhéus ";1;"SIM";"FINALIZADO";48;14;10;15;0;87;5;5;5;5;20;6;3;1;10
851;"Indiaporã";"Municipal";08/02/12;"SP";"Indiaporã";1;"SIM";"FINALIZADO";52;35;8;30;10;135;5;3;5;5;18;1;1;0;2
852;"Lagoa Santa ";"Municipal";08/02/12;"MG";"Lagoa Santa ";1;"SIM";"FINALIZADO";78;40;14;96;36;264;1;3;3;3;10;6;4;2;12
853;"Macaé";"Municipal";08/02/12;"RJ";"Macaé";1;"SIM";"FINALIZADO";53;107;16;3;4;183;5;5;5;5;20;6;1;1;8
854;"Macuco ";"Municipal";08/02/12;"RJ";"Macuco ";1;"SIM";"FINALIZADO";12;39;4;2;0;57;7;6;2;5;20;1;1;1;3
855;"Mateus Leme ";"Municipal";08/02/12;"MG";"Mateus Leme ";1;"SIM";"FINALIZADO";48;24;8;5;0;85;6;5;2;7;20;1;1;1;3
856;"Matinhas";"Municipal";08/02/12;"PB";"Matinhas";1;"SIM";"FINALIZADO";5;17;2;0;1;25;3;2;5;3;13;1;0;0;1
857;"Patrocínio";"Municipal";08/02/12;"MG";"Patrocínio";1;"SIM";"FINALIZADO";26;43;38;5;0;112;6;5;5;4;20;3;1;2;6
858;"Pedra Branca do Amapari";"Municipal";08/02/12;"AP";"Pedra Branca do Amapari";1;"SIM";"FINALIZADO";67;37;5;5;3;117;2;8;5;5;20;8;4;2;14
859;"Porto Acre";"Municipal";08/02/12;"AC";"Porto Acre";1;"SIM";"FINALIZADO";5;35;3;2;0;45;4;4;4;8;20;0;3;1;4
860;"Rio Piracicaba";"Municipal";08/02/12;"MG";"Rio Piracicaba";1;"SIM";"FINALIZADO";22;6;1;29;3;61;4;2;2;2;10;1;1;2;4
861;"São Gonçalo do Abaeté";"Municipal";08/02/12;"MG";"São Gonçalo do Abaeté";1;"SIM";"FINALIZADO";29;17;6;0;0;52;1;1;1;2;5;2;2;2;6
862;"Silva Jardim ";"Municipal";08/02/12;"RJ";"Silva Jardim ";1;"SIM";"FINALIZADO";81;40;14;16;12;163;5;4;5;6;20;2;1;1;4
863;"Abadia dos Dourados";"Regional";09/02/12;"MG";"Abadia dos Dourados, Araguari, Araporã, Cachoeira Dourada, Campina Verde, Canápolis, Capinópolis, Cascalho Rico, Centralina, Douradoquara, Estrela do Sul, Grupiara, Gurinhatã, Indianópolis, Ipiaçu, Iraí de Minas, Ituiutaba, Monte Alegre de Minas, Monte Carmelo, Prata";23;"SIM";"FINALIZADO";11;42;7;9;5;74;5;5;5;5;20;5;2;1;8
864;"Alegrete";"Municipal";09/02/12;"RS";"Alegrete";1;"SIM";"FINALIZADO";45;35;12;5;13;110;6;7;3;3;19;10;6;3;19
865;"Além Paraíba";"Regional";09/02/12;"MG";"Além Paraíba, Estrela Dalva, Santo Antônio do Aventureiro, Volta Grande";4;"SIM";"FINALIZADO";10;26;3;2;0;41;7;5;4;4;20;1;2;2;5
866;"Aparecida";"Municipal";09/02/12;"PB";"Aparecida";1;"SIM";"FINALIZADO";14;6;4;6;9;39;1;1;3;2;7;1;0;0;1
867;"Aquidabã";"Municipal";09/02/12;"SE";"Aquidabã";1;"SIM";"FINALIZADO";87;27;18;0;0;132;6;3;7;4;20;7;3;2;12
868;"Arapiraca ";"Municipal";09/02/12;"AL";"Arapiraca ";1;"SIM";"FINALIZADO";90;45;10;10;32;187;4;5;6;5;20;18;7;3;28
869;"Arapoti";"Regional";09/02/12;"PR";"Arapoti, Cândido de Abreu, Carambeí, Castro, Imbaú, Ipiranga, Ivaí, Jaguariaíva, Ortigueira, Palmeira, Piraí do Sul, Ponta Grossa, Porto Amazonas, Reserva, São João do Triunfo, Sengés, Tibagi, Ventania ";16;"SIM";"FINALIZADO";39;20;11;0;0;70;5;5;5;5;20;23;11;4;38
870;"Arraial do Cabo";"Municipal";09/02/12;"RJ";"Arraial do Cabo";1;"SIM";"FINALIZADO";63;28;10;4;3;108;4;3;5;6;18;2;1;1;4
871;"Barra Mansa";"Municipal";09/02/12;"RJ";"Barra Mansa";1;"SIM";"FINALIZADO";60;32;9;25;0;126;6;7;3;4;20;3;2;1;6
872;"Bela Vista";"Regional";09/02/12;"MS";"Bela Vista, Bodoquena, Bonito, Caracol, Guia Lopes da Laguna, Jardim, Miranda, Nioaque, Porto Murtinho";9;"SIM";"FINALIZADO";43;46;13;0;0;102;4;4;4;4;16;21;12;3;36
873;"Bocaiúva";"Regional";09/02/12;"MG";"Bocaiúva, Francisco Dumont, Gameleiras, Montes Claros, Porteirinha";5;"SIM";"FINALIZADO";28;54;14;1;1;98;9;3;4;3;19;4;2;0;6
874;"Caetité ";"Municipal";09/02/12;"BA";"Caetité ";1;"SIM";"FINALIZADO";6;55;4;3;4;72;4;5;5;6;20;2;3;1;6
875;"Canela";"Municipal";09/02/12;"RS";"Canela";1;"SIM";"FINALIZADO";8;11;4;2;2;27;2;2;2;2;8;3;2;1;6
876;"Carrancas ";"Municipal";09/02/12;"MG";"Carrancas ";1;"SIM";"FINALIZADO";22;14;8;5;0;49;5;5;5;5;20;3;3;3;9
877;"Embu ";"Municipal";09/02/12;"SP";"Embu ";1;"SIM";"FINALIZADO";60;41;68;1;0;170;6;2;6;6;20;3;1;1;5
878;"Espigão D'Oeste";"Municipal";09/02/12;"RO";"Espigão D'Oeste";1;"SIM";"FINALIZADO";21;15;8;27;4;75;5;5;5;5;20;2;2;2;6
879;"Guarulhos ";"Municipal";09/02/12;"SP";"Guarulhos ";1;"SIM";"FINALIZADO";49;29;10;15;4;107;4;6;2;8;20;8;8;4;20
880;"Igrejinha";"Municipal";09/02/12;"RS";"Igrejinha";1;"SIM";"FINALIZADO";9;15;8;4;3;39;1;7;3;3;14;2;2;1;5
881;"Imbé de Minas";"Municipal";09/02/12;"MG";"Imbé de Minas";1;"SIM";"FINALIZADO";4;9;9;3;2;27;2;1;1;1;5;1;1;1;3
882;"Jequié ";"Municipal";09/02/12;"BA";"Jequié ";1;"SIM";"FINALIZADO";189;28;12;5;2;236;5;5;5;5;20;7;6;2;15
883;"Lagoa da Prata";"Municipal";09/02/12;"MG";"Lagoa da Prata";1;"SIM";"FINALIZADO";46;20;6;0;2;74;7;4;5;4;20;2;2;2;6
884;"Lagoa dos Gatos";"Municipal";09/02/12;"PE";"Lagoa dos Gatos";1;"SIM";"FINALIZADO";51;46;15;6;5;123;4;4;4;5;17;6;4;2;12
885;"Leme ";"Municipal";09/02/12;"SP";"Leme ";1;"SIM";"FINALIZADO";33;16;24;2;0;75;6;8;3;3;20;3;1;1;5
886;"Lima Duarte";"Municipal";09/02/12;"MG";"Lima Duarte";1;"SIM";"FINALIZADO";16;63;11;0;0;90;1;4;2;4;11;2;2;2;6
887;"Macambira";"Municipal";09/02/12;"SE";"Macambira";1;"SIM";"FINALIZADO";60;21;16;30;22;149;5;5;6;4;20;1;1;2;4
888;"Mossoró";"Regional";09/02/12;"RN";"Mossoró";1;"SIM";"FINALIZADO";31;45;10;0;5;91;6;5;5;4;20;10;6;1;17
889;"Nossa Senhora da Glória";"Municipal";09/02/12;"SE";"Nossa Senhora da Glória";1;"SIM";"FINALIZADO";23;10;3;1;0;37;6;4;4;6;20;8;2;2;12
890;"Rancharia ";"Municipal";09/02/12;"SP";"Rancharia ";1;"SIM";"FINALIZADO";40;31;16;0;6;93;5;5;5;5;20;2;2;1;5
891;"Sabará";"Municipal";09/02/12;"MG";"Sabará";1;"SIM";"FINALIZADO";15;62;4;11;4;96;3;4;5;5;17;6;2;1;9
892;"Santa Cruz do Capiberibe";"Municipal";09/02/12;"PE";"Santa Cruz do Capiberibe";1;"SIM";"FINALIZADO";52;10;3;2;0;67;5;5;5;5;20;7;2;2;11
893;"Santa Maria do Pará";"Municipal";09/02/12;"PA";"Santa Maria do Pará";1;"SIM";"FINALIZADO";51;48;4;15;0;118;4;2;4;4;14;1;1;1;3
894;"São Domingos do Prata";"Municipal";09/02/12;"MG";"São Domingos do Prata";1;"SIM";"FINALIZADO";5;16;10;8;5;44;1;1;1;1;4;1;1;1;3
895;"Três Pontas";"Municipal";09/02/12;"MG";"Três Pontas";1;"SIM";"FINALIZADO";27;14;4;0;20;65;4;4;5;5;18;6;4;2;12
896;"Caraíbas ";"Municipal";10/02/12;"BA";"Caraíbas ";1;"SIM";"NÃO RELATADA";;;;;;0;;;;;0;;;;0
897;"Conceição do Araguaia";"Municipal";10/02/12;"PA";"Conceição do Araguaia";1;"SIM";"NÃO RELATADA";;;;;;0;;;;;0;;;;0
898;"Córrego Fundo";"Municipal";10/02/12;"MG";"Córrego Fundo";1;"SIM";"NÃO RELATADA";;;;;;;;;;;0;;;;0
899;"Ingá";"Municipal";10/02/12;"PB";"Ingá";1;"SIM";"NÃO RELATADA";;;;;;;;;;;0;;;;0
900;"Alta Floresta";"Municipal";10/02/12;"MT";"Alta Floresta";1;"SIM";"FINALIZADO";78;60;11;0;0;149;3;7;4;6;20;3;2;2;7
901;"Andradas";"Regional";10/02/12;"MG";"Andradas, Bandeira do Sul, Bom Repouso, Borda da Mata, Bueno Brandão, Cachoeira de Minas, Caldas, Camanducaía, Cambuí, Campestre, Careaçu, Congonhal, Corego do Bom Jesus, Divisa Nova, Espirito Santo do Dourado, Estiva, Estrema, Heliodora, Ibitiúra de Minas, Inconfidentes, Ipuiuna , Itapeva, Jacutinga, Monte Sião, Munhoz, Natércia, Ouro Fino, Poço Fundo, Pouso Alegre, Santa Rita de Caldas, Santa Rita do Sapucaí, São João da Mata, São Sebastião da Bela Vista, Senador Amaral, Senador José Bento, Silvianópolis, Tocos do Moji, Toledo, Turvolândia";39;"SIM";"FINALIZADO";53;68;14;0;0;135;3;3;3;3;12;8;4;1;13
902;"Aquidauana";"Municipal";10/02/12;"MS";"Aquidauana";1;"SIM";"FINALIZADO";9;44;4;4;0;61;5;5;5;5;20;4;2;1;7
903;"Atibaia ";"Municipal";10/02/12;"SP";"Atibaia ";1;"SIM";"FINALIZADO";34;12;12;5;0;63;5;5;5;5;20;5;1;2;8
904;"Bananeiras";"Regional";10/02/12;"PB";"Bananeiras, Barra de Santana, Cabaceiras, Esperança, Pedras de Fogo, Queimadas, Santa Cecília, São Domingos do Cariri, São José dos Ramos";9;"SIM";"FINALIZADO";7;11;10;3;0;31;7;5;2;6;20;7;8;3;18
905;"Belford Roxo";"Municipal";10/02/12;"RJ";"Belford Roxo";1;"SIM";"FINALIZADO";54;36;12;18;0;120;5;5;5;5;20;11;4;1;16
906;"Boituva ";"Municipal";10/02/12;"SP";"Boituva ";1;"SIM";"FINALIZADO";72;14;0;0;0;86;5;5;5;5;20;6;3;1;10
907;"Cabedelo";"Municipal";10/02/12;"PB";"Cabedelo";1;"SIM";"FINALIZADO";36;4;1;2;5;48;6;5;1;8;20;2;1;1;4
908;"Capetinga";"Regional";10/02/12;"MG";"Capetinga, Capitólio, Carmo do Rio Claro, Cássia, Claraval, Delfinópolis, Fortaleza de Minas, Guapé, Ibiraci, Itaú de Minas, Passos, Pratápolis, São João Batista do Glória, São José da Barra, São Sebastião do Paraíso, São Tomás de Aquino";16;"SIM";"FINALIZADO";66;32;11;0;0;109;5;5;4;5;19;7;6;3;16
909;"Caratinga";"Municipal";10/02/12;"MG";"Caratinga";1;"SIM";"FINALIZADO";221;242;65;16;38;582;4;4;4;7;19;3;2;1;6
910;"Carmópolis";"Municipal";10/02/12;"SE";"Carmópolis";1;"SIM";"FINALIZADO";25;27;3;0;0;55;5;6;4;5;20;5;1;2;8
911;"Caxias do Sul";"Municipal";10/02/12;"RS";"Caxias do Sul";1;"SIM";"FINALIZADO";31;25;11;10;1;78;3;3;4;4;14;6;3;1;10
912;"Diadema ";"Municipal";10/02/12;"SP";"Diadema ";1;"SIM";"FINALIZADO";19;53;24;10;0;106;5;3;4;4;16;13;12;4;29
913;"Ipatinga";"Municipal";10/02/12;"MG";"Ipatinga";1;"SIM";"FINALIZADO";67;139;14;4;2;226;5;5;5;5;20;5;3;1;9
914;"Irecê";"Municipal";10/02/12;"BA";"Irecê";1;"SIM";"FINALIZADO";53;59;26;4;5;147;5;5;5;5;20;8;6;2;16
915;"Jundiaí ";"Municipal";10/02/12;"SP";"Jundiaí ";1;"SIM";"FINALIZADO";88;28;13;0;3;132;5;3;6;6;20;6;2;2;10
916;"Limoeiro de Anadia ";"Municipal";10/02/12;"AL";"Limoeiro de Anadia ";1;"SIM";"FINALIZADO";60;30;10;10;10;120;4;4;7;5;20;6;3;1;10
917;"Luís Eduardo Magalhães ";"Municipal";10/02/12;"BA";"Luís Eduardo Magalhães ";1;"SIM";"FINALIZADO";15;37;8;15;5;80;5;5;5;5;20;5;5;1;11
918;"Macapá ";"Livre";10/02/12;"AP";"Macapá - Museu Sacaca";0;"SIM";"FINALIZADO";38;4;6;0;0;48;10;0;0;0;10;0;0;0;0
919;"Maricá";"Municipal";10/02/12;"RJ";"Maricá";1;"SIM";"FINALIZADO";18;19;5;0;1;43;3;3;3;3;12;3;2;1;6
920;"Mendes";"Municipal";10/02/12;"RJ";"Mendes";1;"SIM";"FINALIZADO";23;12;4;11;5;55;4;5;7;4;20;2;1;1;4
921;"Milagres";"Municipal";10/02/12;"BA";"Milagres";1;"SIM";"FINALIZADO";42;30;12;9;7;100;5;5;5;5;20;1;1;1;3
922;"Mira Estrela";"Municipal";10/02/12;"SP";"Mira Estrela";1;"SIM";"FINALIZADO";38;24;5;7;0;74;3;3;3;3;12;1;1;1;3
923;"Miracema";"Municipal";10/02/12;"RJ";"Miracema";1;"SIM";"FINALIZADO";13;4;6;10;2;35;2;2;3;4;11;2;1;1;4
924;"Niterói";"Regional";10/02/12;"RJ";"Niterói, Mangaratiba";2;"SIM";"FINALIZADO";79;4;5;2;0;90;4;6;4;6;20;14;4;3;21
